"id_discente","matricula","ano_ingresso","periodo_ingresso","periodo_atual","sexo","idade","raça","pais","curso","nivel","modalidade","estado","polo","forma_ingresso","discente_situacao","beneficiado_auxilio","prazo_conclusao","data_colacao_grau"
"00c563b6be282b7c66730313046fd900"," 2016214***","2016","2","7","F","20","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","t","20232",""
"00ca5f8c19e2a5d1d5f6eec076fc45e0"," 2018208***","2018","2","3","M","22","Parda","Brasil","HUMANIDADES","G","Presencial","Bahia","","SISURE","ATIVO","t","20211",""
"00ce7781ea75445ebd7f53ca17069368"," 2018205***","2018","2","3","F","23","Negra","Guiné Bissau","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20231",""
"00cf3286d85ab94b9f705dbbca0a9b94"," 2015101***","2015","1","10","M","22","Branca","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","t","20221",""
"00cf7dc1130c0d096e574b937d5c3d71"," 2017112***","2017","1","6","M","41","Negra","Brasil","HUMANIDADES","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","f","20202",""
"00d099233a20e930b9146dc422ea0208"," 2018201***","2018","2","","F","25","Branca","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"00db2b040dfa97507bd5374914efa355"," 2018104***","2018","1","5","F","24","Negra","Brasil","HISTÓRIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20231",""
"00dd015299ec534ae2629d0a72ac1af1"," 2018208***","2018","2","3","F","27","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SISURE","ATIVO","f","20211",""
"00ebcf5c7af89e385d6e50999216d17b"," 2019105***","2019","1","2","M","20","Negra","Brasil","FARMÁCIA","G","Presencial","Ceará","","SISURE","ATIVO","f","20261",""
"00ee45a76e6a45ef1fc4da4e4f6c716b"," 2017207***","2017","2","5","M","22","Não declarada","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"00f455befdc43384164139ba6ced0f50"," 2015101***","2015","1","10","F","27","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"00f8171493963e6b94baea855b5f61bc"," 2019200***","2019","2","3","F","27","Parda","Brasil","HISTÓRIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20241",""
"00fcf675b71c5ce3bce864d39ff21d25"," 2013104***","2013","1","14","M","31","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","ATIVO","f","20182",""
"0105319bcdf24953642043011a347375"," 2019206***","2019","2","1","F","27","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20231",""
"0108765e1bca48e6ad054ab5f65d8981"," 2017206***","2017","2","","M","31","Branca","Brasil","GESTÃO PÚBLICA - 2017.2","L","A Distância","Bahia","São Francisco do Conde","PROCESSO SELETIVO","ATIVO","f","",""
"011c5d666492b13583b86399b18718cd"," 2017112***","2017","1","6","F","21","Branca","Brasil","ENFERMAGEM","G","Presencial","Ceará","","TRANSFERÊNCIA VOLUNTÁRIA","ATIVO","f","20241",""
"011e41f71413dd1d426ddabb0f158873"," 2018207***","2018","2","3","F","34","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","t","20211",""
"012990b01a392891594c4db0bea4e976"," 2019101***","2019","1","4","F","22","Parda","Brasil","CIÊNCIAS SOCIAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20231",""
"013a55374e76f51a771917a4c0adfa26"," 2018106***","2018","1","4","M","22","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20212",""
"0142a01856397e1b2bc1077a5e2d67db"," 2018210***","2018","2","3","F","24","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","f","20211",""
"0151dba8ff3d74c54294fa97af9a0e1d"," 2016106***","2016","1","8","M","26","Negra","Cabo Verde","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20242",""
"0170a0d5b1222e9ac2beefda9db58c28"," 2019203***","2019","2","1","F","20","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","f","20262",""
"0174ba63c024d9ba4283a99020e053ba"," 2017200***","2017","2","","M","52","Branca","Brasil","SAÚDE DA FAMÍLIA - 2017.2","L","A Distância","Ceará","Limoeiro do Norte","PROCESSO SELETIVO","ATIVO","f","",""
"01935d2b2ac8503fe36de95819676fac"," 2015303***","2015","3","8","F","35","Parda","Brasil","AGRONOMIA","G","Presencial","Ceará","","SiSU","ATIVO","f","20222",""
"01947944bcc510a286ea451a7b47a6e1"," 2019106***","2019","1","2","M","31","Parda","Brasil","PEDAGOGIA","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","f","20231",""
"01e5cd1d9b08b14a075b8d45daf03a6a"," 2018203***","2018","2","","F","47","Parda","Brasil","GESTÃO EM SAÚDE 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"01eb47180ee851ea4c25b0121b804e46"," 2015301***","2015","3","5","F","49","Negra","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SiSU","ATIVO","f","20222",""
"01f44bcd12e8235df23a2f845aeb8f37"," 2017110***","2017","1","6","F","24","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","t","20221",""
"0214c61d43c0f35eaea570395205c2a7"," 2015303***","2015","3","8","M","21","Parda","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"0234d467bf883ea1581064f8307ece68"," 2015200***","2015","2","9","M","51","Negra","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Limoeiro do Norte","VESTIBULAR","ATIVO","f","20211",""
"0236a954d60b32c18d94afa84c4cdc06"," 2017115***","2017","1","6","M","22","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","FORMANDO","f","20202",""
"023d3694f92b1ad2ae72df6242c24dc7"," 2018104***","2018","1","4","M","23","Negra","Guiné Bissau","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20221",""
"0247b7ab89ab1c492babc297d6b10241"," 2015305***","2015","3","8","F","24","Negra","São Tomé e Príncipe","ENFERMAGEM","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"02896b7b6318e69500430a7976305c7a"," 2019107***","2019","1","2","F","55","Negra","Brasil","CIÊNCIAS SOCIAIS","G","Presencial","Bahia","","PORTADOR DE DIPLOMA","ATIVO","f","20241",""
"02898a46a382c6f480b06f2f494071e2"," 2019107***","2019","1","2","M","27","Negra","Angola","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"028f7aecc9454c728fe965e5ad3dce38"," 2014301***","2014","3","10","F","21","Branca","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","t","20181",""
"0296ada98074f5e7b4613633d9aa7bf5"," 2017210***","2017","2","5","M","21","Negra","Moçambique","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20231",""
"02b93b7b313956d2152fec36ebced6ca"," 2018201***","2018","2","","F","25","Branca","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"02b949b6c920171328c760784bf15f1f"," 2017109***","2017","1","6","M","21","Branca","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20222",""
"02bce9734340c8717f5c3512921d36ad"," 2018105***","2018","1","4","M","19","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20241",""
"02c56f13416be8611cbcfdddee179954"," 2017202***","2017","2","","F","28","Parda","Brasil","GESTÃO EM SAÚDE 2017.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"02d806f3ac06a86969932ee2bfe93810"," 2017205***","2017","2","","M","35","Parda","Brasil","GESTÃO PÚBLICA - 2017.2","L","A Distância","Bahia","São Francisco do Conde","PROCESSO SELETIVO","ATIVO","f","",""
"02de8b3fc8fa8483e5abe7f61e1f69b3"," 2017115***","2017","1","6","F","21","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","f","20221",""
"02e208a771d6b190a8b8d555d143020b"," 2017114***","2017","1","6","F","20","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20202",""
"02e4aa9ec06fdfa5f98dace2b50dafcf"," 2017201***","2017","2","","F","37","Parda","Brasil","GESTÃO PÚBLICA MUNICIPAL - 2017.2","L","A Distância","Ceará","Redenção","NAO INFORMADO","ATIVO","f","",""
"02e6bbf3675722ed26de8716029740aa"," 2018200***","2018","2","","F","27","Indígena","Brasil","MESTRADO ACADÊMICO EM ANTROPOLOGIA UFC/UNILAB","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"02f2da6c79c33b246de9d436debedcfd"," 2015304***","2015","3","7","M","21","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","t","20192",""
"03140139a7dec186a63052c082aaf5b7"," 2017212***","2017","2","5","M","26","Negra","Guiné Bissau","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"0315209f5196e8eb1e5fa327c5ffc0ce"," 2014104***","2014","1","12","F","33","Negra","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20192",""
"031bf0be3aff1d8d77f97c96fc23bcfd"," 2018108***","2018","1","4","M","26","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20241",""
"03240ba5c2c91dd7ed66dd13e97dc366"," 2018204***","2018","2","","M","26","Parda","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"032e4e249685d83312800fb77b5604a4"," 2013100***","2013","1","14","F","25","Branca","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","ENEM","FORMANDO","f","20212",""
"035a2fbc372cc6a5d6dcd5444573f3bd"," 2018212***","2018","2","3","M","24","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SISURE/REMANESCENTES","ATIVO","f","20221",""
"0363084d1899addd76a59115c40e4ab0"," 2017115***","2017","1","6","F","20","Negra","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","FORMANDO","f","20202",""
"036d489667cfeb4642af263c1dae7f31"," 2018101***","2018","1","4","F","37","Negra","Brasil","CIÊNCIAS SOCIAIS","G","Presencial","Bahia","","SELEÇÃO DE ALUNOS QUILOMBOLAS OU INDÍGENAS","ATIVO","f","20231",""
"037389a0a0bb92b754f74487c4597c59"," 2018103***","2018","1","4","M","26","Negra","Guiné Bissau","FÍSICA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20232",""
"037c99d495d4aa2e4272c473b7b828e7"," 2019102***","2019","1","2","F","18","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20222",""
"037f40532aaf68c88c0b52e1db26ad3c"," 2018210***","2018","2","3","M","18","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SISURE/REMANESCENTES","ATIVO","f","20221",""
"0386f07b93c6fd13c02e02be8b635092"," 2017110***","2017","1","6","M","22","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","t","20192",""
"03a19bd14b60aba39f374de4320c9fa4"," 2017109***","2017","1","6","M","31","Negra","Angola","ENFERMAGEM","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20241",""
"03ac329ea03ec07dd67c17de4a0a12a7"," 2018205***","2018","2","5","F","23","Negra","Guiné Bissau","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20222",""
"03add533eeef0830453ab3bafea9ffb8"," 2017200***","2017","2","","M","33","Parda","Brasil","SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"03b2977eccb0cf60237d6563913b390b"," 2016213***","2016","2","7","F","21","Negra","Cabo Verde","ENFERMAGEM","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20232",""
"03bc8af6b3061e1cae9fb0bd8b20308c"," 2017206***","2017","2","5","F","28","Não declarada","Brasil","ADMINISTRAÇÃO PÚBLICA","G","A Distância","Ceará","Aracati","VESTIBULAR","ATIVO","f","20231",""
"03c6b84d4ac44aeb4b33e9b0f0c2a633"," 2017115***","2017","1","4","F","30","Parda","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","f","20231",""
"03ccfbc928fa2df2f686575a839a2bf0"," 2018206***","2018","2","3","F","19","Negra","Brasil","ANTROPOLOGIA","G","Presencial","Ceará","","REOPCAO","ATIVO","t","20222",""
"03d5f3f377548b097dbe0e7a33a36561"," 2018212***","2018","2","3","F","24","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20221",""
"03dfa0c23fc5456678fa57444e7c4b49"," 2017213***","2017","2","5","M","19","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","SiSU","ATIVO","f","20242",""
"03fc06c2e1ee98d2d78146df15d5f83c"," 2019200***","2019","2","","M","29","Parda","Brasil","MESTRADO ACADÊMICO EM ENERGIA E AMBIENTE","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"0403d82f1fd817446fae11036ffa24c5"," 2015104***","2015","1","10","F","22","Parda","Brasil","CIÊNCIAS BIOLÓGICAS","G","Presencial","Ceará","","SiSU","ATIVO","t","20211",""
"040f5318e338b5b00dc279255af7320c"," 2019107***","2019","1","2","M","24","Negra","Guiné Bissau","HUMANIDADES","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20222",""
"04149252fcf7ccc21d77ce40e5b4f048"," 2019107***","2019","1","2","F","20","Negra","Angola","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20242",""
"041713f84906aa182b4aecd53c89110b"," 2018203***","2018","2","","F","24","Parda","Brasil","SAÚDE DA FAMÍLIA - 2018.2","L","A Distância","Ceará","Redenção","PROCESSO SELETIVO","ATIVO","f","",""
"0422d6db0c756a4c994910ef72dc4495"," 2018102***","2018","1","4","F","29","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","Prof. Educação Básica","ATIVO","f","20222",""
"043af41d3ea121887be4b7e0b10af2b6"," 2017212***","2017","2","5","M","22","Parda","Brasil","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20212",""
"043bc34016536b8c18d54977ec4fe25b"," 2018209***","2018","2","4","F","23","Parda","Brasil","HISTÓRIA","G","Presencial","Bahia","","TRANSFERÊNCIA VOLUNTÁRIA","ATIVO","f","20232",""
"043f7beb3f3973a06fbd9bbe6500ec75"," 2018210***","2018","2","3","F","25","Negra","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","t","20211",""
"045e8b7ac1242e09876838817322a072"," 2019201***","2019","2","1","M","30","Negra","Guiné Bissau","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20242",""
"047772e844a3a2f2fabf7a1128dc2352"," 2019101***","2019","1","2","M","23","Não declarada","Brasil","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20231",""
"04868f3b232a3da87f42ebfd2523ec1e"," 2017111***","2017","1","6","F","22","Parda","Brasil","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20211",""
"0489d114e7ad9796ae3771252dfa72fb"," 2017211***","2017","2","6","F","22","Parda","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20212",""
"04b3ebbda4766f6fd7587dcb9b19b84c"," 2015106***","2015","1","9","F","26","Negra","Brasil","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","FORMANDO","f","20202",""
"04bb499c769aa962b98792350c193e57"," 2018205***","2018","2","3","F","22","Negra","Angola","RELAÇÕES INTERNACIONAIS","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20222",""
"04cf7a62a1ff3c0afa15d848b9cedb92"," 2017209***","2017","2","5","F","25","Parda","Brasil","ENFERMAGEM","G","Presencial","Ceará","","TRANSFERÊNCIA VOLUNTÁRIA","ATIVO","f","20242",""
"04e65b9d92f13b4190d0f529823994f6"," 2019204***","2019","2","1","M","19","Branca","Brasil","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SiSU","ATIVO","f","20242",""
"04fd7590c80b369a0b944725c0227685"," 2014302***","2014","3","8","M","26","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20191",""
"04fde150621942a02c1010f3449a6f22"," 2017212***","2017","2","5","F","26","Negra","Guiné Bissau","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20221",""
"0503336fae27ddb2f4eeb494a9c3b762"," 2019206***","2019","2","1","M","20","Negra","Moçambique","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","f","20251",""
"050af331e54f0c9c47863aaf96d43ce6"," 2018205***","2018","2","3","M","22","Negra","Angola","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20222",""
"052cc016276b5c747a290d442b16c9d3"," 2017110***","2017","1","6","M","24","Negra","Angola","AGRONOMIA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20241",""
"054404e4c4bd43801d0685f66bc18456"," 2017210***","2017","2","5","F","20","Negra","Guiné Bissau","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20231",""
"054dd1efe8d13c8e4c97a45f003d57d5"," 2019100***","2019","1","","F","44","Parda","Brasil","MESTRADO ACADÊMICO EM ENFERMAGEM","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"055a0a73b940e353e53d4ab6f68a582e"," 2015304***","2015","3","8","F","35","Não declarada","Brasil","SOCIOLOGIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","ATIVO","t","20192",""
"0564add6d03d91eba1b828fd3bc1bcc5"," 2019108***","2019","1","2","M","21","Negra","Angola","LETRAS -  LÍNGUA PORTUGUESA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20241",""
"05694a1d11933bf3309ca967db0656a9"," 2017215***","2017","2","3","F","24","Parda","Brasil","HUMANIDADES","G","Presencial","Bahia","","SiSU","ATIVO","f","20211",""
"056d2925ef51bba172c794c2406db882"," 2018206***","2018","2","3","F","22","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20231",""
"059d2ab10f2b59bb8ba46e7027e33ab4"," 2017114***","2017","1","6","F","22","Parda","Brasil","LETRAS - LÍNGUA PORTUGUESA","G","Presencial","Bahia","","SiSU","ATIVO","f","20222",""
"05a582b2b1fb62d2d14fdf7f983a6619"," 2017212***","2017","2","5","F","20","Branca","Brasil","ADMINISTRAÇÃO PÚBLICA - SEMESTRAL","G","Presencial","Ceará","","SiSU","ATIVO","f","20231",""
"05a789a4de400d90766e7d38164a90bf"," 2019102***","2019","1","2","M","18","Negra","Brasil","MATEMÁTICA","G","Presencial","Ceará","","SiSU","ATIVO","f","20251",""
"05aec45494b35753e10a048a74d2469e"," 2016102***","2016","1","8","M","24","Parda","Brasil","HISTÓRIA","G","Presencial","Ceará","","REINGRESSO SEGUNDO CICLO","FORMANDO","f","20211",""
"05bd8bc92337700f929511e4ad394cc8"," 2019100***","2019","1","","F","39","Parda","Brasil","PROGRAMA DE PÓS-GRADUAÇÃO INTERDISCIPLINAR EM HUMANIDADES","E","Presencial","Ceará","","SELECAO POS-GRADUACAO","ATIVO","f","",""
"05d7803e1e0a12a08246c1353162019d"," 2014305***","2014","3","10","M","27","Negra","Guiné Bissau","AGRONOMIA","G","Presencial","Ceará","","SELEÇÃO DE ESTUDANTES ESTRANGEIROS","ATIVO","t","20212",""
"05f1492deca3ac765731c2e6dbbd329b"," 2017112***","2017","1","7","M","26","Branca","Brasil","HISTÓRIA","G","Presencial","Ceará","","PORTADOR DE DIPLOMA","ATIVO","f","20212",""
"05f35740c2296716b8861088a056049e"," 2018105***","2018","1","4","F","40","Negra","Brasil","PEDAGOGIA","G","Presencial","Bahia","","REINGRESSO SEGUNDO CICLO","ATIVO","f","20222",""
"060c29b747cb63d91ae40a429c52854d"," 2014103***","2014","1","12","F","30","Parda","Brasil","HUMANIDADES","G","Presencial","Ceará","","SiSU","ATIVO","f","20172",""
"061b185eb1f3ab8d56b96c251d00b5e4"," 2017215***","2017","2","5","M","22","Parda","Brasil","ENGENHARIA DE ENERGIAS","G","Presencial","Ceará","","SiSU","ATIVO","f","20261",""
